gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes,Cluster
16,11,10,12,11,Cluster 0
6,10,14,13,7,Cluster 3
6,13,11,12,10,Cluster 0
6,12,9,14,11,Cluster 0
6,9,6,11,7,Cluster 3
8,10,8,9,6,Cluster 3
15,5,10,14,8,Cluster 3
12,11,6,10,13,Cluster 0
6,11,6,9,15,Cluster 0
15,13,10,15,15,Cluster 0
13,13,12,12,6,Cluster 0
6,9,15,13,15,Cluster 3
82,78,75,73,83,Cluster 1
10,8,8,7,12,Cluster 3
11,9,10,6,7,Cluster 3
16,6,6,15,7,Cluster 3
8,15,15,7,8,Cluster 0
9,13,8,7,14,Cluster 0
12,11,14,7,5,Cluster 0
11,7,14,14,11,Cluster 3
14,9,9,6,12,Cluster 3
54,58,58,51,59,Cluster 2
13,7,11,13,5,Cluster 3
13,15,9,10,9,Cluster 0
7,6,12,11,12,Cluster 3
10,14,7,12,9,Cluster 0
4,5,4,14,9,Cluster 3
7,10,10,11,11,Cluster 3
11,13,12,6,6,Cluster 0
14,8,8,14,11,Cluster 3
9,11,15,11,8,Cluster 0
14,9,10,13,15,Cluster 3
8,14,9,14,14,Cluster 0
10,14,14,7,11,Cluster 0
9,11,8,19,17,Cluster 0
12,10,8,9,13,Cluster 3
15,14,13,11,5,Cluster 0
8,13,14,12,14,Cluster 0
58,58,56,55,57,Cluster 2
14,6,12,13,8,Cluster 3
14,15,8,16,9,Cluster 0
65,68,66,65,69,Cluster 1
14,12,11,9,15,Cluster 0
11,6,16,10,7,Cluster 3
11,7,11,9,8,Cluster 3
11,8,12,13,10,Cluster 3
9,6,7,5,6,Cluster 3
7,8,14,11,7,Cluster 3
7,12,7,16,7,Cluster 0
11,10,11,6,14,Cluster 3
5,11,9,6,12,Cluster 0
14,9,5,14,13,Cluster 3
12,13,7,5,14,Cluster 0
7,15,8,10,11,Cluster 0
13,6,13,8,6,Cluster 3
9,7,7,7,12,Cluster 3
8,7,14,13,11,Cluster 3
8,15,15,11,8,Cluster 0
15,12,14,14,9,Cluster 0
7,8,6,13,8,Cluster 3
7,7,11,15,12,Cluster 3
11,9,5,7,14,Cluster 3
11,10,13,10,10,Cluster 3
16,8,14,12,12,Cluster 3
6,7,10,7,11,Cluster 3
68,67,64,59,66,Cluster 1
10,12,11,9,8,Cluster 0
14,14,11,12,7,Cluster 0
56,59,56,55,55,Cluster 2
9,14,15,7,15,Cluster 0
9,12,9,5,14,Cluster 0
16,15,10,8,8,Cluster 0
7,15,6,15,12,Cluster 0
59,64,62,58,66,Cluster 2
11,8,8,11,14,Cluster 3
11,8,13,13,12,Cluster 3
64,59,62,60,64,Cluster 2
13,14,7,11,8,Cluster 0
15,6,15,15,15,Cluster 3
14,15,7,10,10,Cluster 0
11,12,9,7,8,Cluster 0
12,11,9,7,13,Cluster 0
15,9,6,14,6,Cluster 3
6,10,8,12,12,Cluster 3
13,12,12,12,11,Cluster 0
9,6,12,7,9,Cluster 3
7,13,14,7,9,Cluster 0
12,16,8,11,6,Cluster 0
51,55,56,53,59,Cluster 2
16,8,15,11,14,Cluster 3
8,12,12,15,6,Cluster 0
6,13,9,7,13,Cluster 0
8,9,13,7,10,Cluster 3
6,5,7,7,13,Cluster 3
15,14,10,12,13,Cluster 0
15,10,8,13,11,Cluster 0
13,14,14,6,12,Cluster 0
12,15,8,13,14,Cluster 0
15,10,14,13,9,Cluster 0
9,8,9,8,12,Cluster 3
8,8,10,14,12,Cluster 3
6,13,8,6,10,Cluster 0
8,12,8,12,9,Cluster 0
14,5,10,7,12,Cluster 3
6,8,9,15,7,Cluster 3
10,12,10,12,8,Cluster 0
8,7,12,14,7,Cluster 3
11,13,11,10,15,Cluster 0
13,9,7,14,6,Cluster 3
9,15,10,11,9,Cluster 0
5,13,15,10,13,Cluster 0
11,14,12,5,14,Cluster 0
10,10,14,14,9,Cluster 0
10,7,8,14,12,Cluster 3
68,70,67,66,71,Cluster 1
10,5,6,11,12,Cluster 3
71,70,73,77,70,Cluster 1
6,6,6,6,8,Cluster 3
15,11,8,15,10,Cluster 0
7,12,6,10,6,Cluster 0
8,9,7,13,15,Cluster 3
11,15,8,7,7,Cluster 0
10,11,11,13,11,Cluster 0
7,12,7,7,11,Cluster 0
9,12,12,5,13,Cluster 0
9,7,6,7,9,Cluster 3
7,9,11,13,13,Cluster 3
10,13,12,6,10,Cluster 0
6,11,14,11,14,Cluster 0
16,11,14,7,14,Cluster 0
7,12,6,15,7,Cluster 0
71,69,65,59,71,Cluster 1
9,7,13,16,10,Cluster 3
13,13,6,14,8,Cluster 0
7,8,14,14,12,Cluster 3
9,8,15,9,7,Cluster 3
5,14,11,10,9,Cluster 0
6,12,7,10,12,Cluster 0
12,7,8,9,15,Cluster 3
15,8,11,6,7,Cluster 3
14,12,8,13,9,Cluster 0
11,8,9,9,12,Cluster 3
6,8,8,11,11,Cluster 3
12,8,10,13,6,Cluster 3
6,12,11,9,6,Cluster 0
9,12,6,6,12,Cluster 0
50,54,52,53,51,Cluster 2
7,14,15,7,15,Cluster 0
13,8,9,15,11,Cluster 3
7,13,16,8,13,Cluster 0
9,6,10,14,12,Cluster 3
6,13,9,8,6,Cluster 0
11,15,14,7,11,Cluster 0
12,12,5,11,15,Cluster 0
62,62,58,57,61,Cluster 2
14,10,7,13,12,Cluster 3
62,62,61,59,64,Cluster 2
8,13,12,7,15,Cluster 0
13,8,7,6,14,Cluster 3
10,12,10,12,13,Cluster 0
7,7,12,9,13,Cluster 3
14,12,9,10,10,Cluster 0
7,6,7,9,5,Cluster 3
12,7,15,5,7,Cluster 3
12,8,9,12,16,Cluster 3
12,15,6,7,7,Cluster 0
10,13,10,7,9,Cluster 0
8,11,16,11,9,Cluster 0
11,13,14,12,13,Cluster 0
7,7,12,10,5,Cluster 3
7,6,9,11,8,Cluster 3
9,10,15,9,16,Cluster 0
13,15,9,15,6,Cluster 0
9,11,12,7,7,Cluster 0
79,80,76,71,87,Cluster 1
5,13,11,12,6,Cluster 0
69,73,65,67,74,Cluster 1
8,10,8,5,9,Cluster 3
6,12,12,13,14,Cluster 0
10,8,13,6,12,Cluster 3
57,63,61,60,62,Cluster 2
13,14,15,10,12,Cluster 0
74,80,75,78,78,Cluster 1
10,14,8,8,14,Cluster 0
13,14,9,14,11,Cluster 0
13,10,6,10,7,Cluster 3
8,15,13,8,7,Cluster 0
9,9,6,10,11,Cluster 3
12,9,13,9,14,Cluster 3
13,9,12,7,10,Cluster 3
15,7,9,10,10,Cluster 3
15,9,10,9,15,Cluster 3
12,15,11,7,14,Cluster 0
15,9,5,8,7,Cluster 3
13,7,9,9,10,Cluster 3
15,16,14,7,8,Cluster 0
11,14,10,6,13,Cluster 0
6,6,7,6,9,Cluster 3
12,14,13,12,6,Cluster 0
15,14,11,6,8,Cluster 0
13,13,12,10,14,Cluster 0
7,11,6,12,7,Cluster 0
8,16,10,11,8,Cluster 0
11,7,12,14,5,Cluster 3
10,10,14,15,12,Cluster 0
9,14,13,8,13,Cluster 0
9,14,13,14,14,Cluster 0
13,15,9,13,14,Cluster 0
11,12,14,10,16,Cluster 0
11,10,6,14,12,Cluster 3
10,7,14,12,9,Cluster 3
8,15,9,10,14,Cluster 0
7,14,13,8,9,Cluster 0
12,8,11,10,7,Cluster 3
14,7,7,10,9,Cluster 3
11,12,13,8,9,Cluster 0
56,58,60,55,58,Cluster 2
15,13,15,9,8,Cluster 0
14,11,14,11,15,Cluster 0
8,15,8,10,11,Cluster 0
12,5,14,10,8,Cluster 3
10,6,12,7,5,Cluster 3
8,8,16,14,15,Cluster 3
11,12,7,12,6,Cluster 0
8,13,11,7,13,Cluster 0
13,14,14,11,6,Cluster 0
13,14,12,14,11,Cluster 0
15,7,10,14,10,Cluster 3
7,13,7,8,10,Cluster 0
10,13,6,11,6,Cluster 0
8,7,14,7,11,Cluster 3
12,13,13,9,7,Cluster 0
57,62,60,58,70,Cluster 2
11,15,10,15,10,Cluster 0
10,13,8,6,7,Cluster 0
60,61,54,58,61,Cluster 2
14,9,7,12,13,Cluster 3
9,14,10,8,8,Cluster 0
8,7,13,9,13,Cluster 3
68,67,68,74,70,Cluster 1
14,9,7,7,7,Cluster 3
9,12,7,11,15,Cluster 0
7,14,13,10,9,Cluster 0
9,13,15,15,13,Cluster 0
10,6,6,14,7,Cluster 3
9,14,6,6,12,Cluster 0
61,63,61,62,63,Cluster 2
8,15,5,14,13,Cluster 0
9,15,14,13,7,Cluster 0
16,12,8,15,12,Cluster 0
14,12,8,7,8,Cluster 0
13,15,7,13,12,Cluster 0
10,12,13,14,13,Cluster 0
9,12,12,7,5,Cluster 0
12,14,10,9,7,Cluster 0
5,12,8,8,10,Cluster 0
12,5,5,11,15,Cluster 3
11,10,10,10,10,Cluster 3
13,14,12,12,8,Cluster 0
7,9,7,15,15,Cluster 3
7,12,6,13,10,Cluster 0
7,15,14,6,13,Cluster 0
5,15,12,8,5,Cluster 0
72,80,71,70,77,Cluster 1
13,9,12,14,8,Cluster 3
12,7,9,5,7,Cluster 3
9,14,7,11,9,Cluster 0
6,12,6,9,6,Cluster 0
9,8,11,13,10,Cluster 3
6,12,11,8,13,Cluster 0
69,69,67,63,73,Cluster 1
7,9,16,12,13,Cluster 3
13,6,11,7,12,Cluster 3
10,12,7,14,7,Cluster 0
11,9,15,6,10,Cluster 3
5,10,6,10,12,Cluster 3
9,11,14,11,15,Cluster 0
10,14,15,11,15,Cluster 0
6,8,10,12,9,Cluster 3
13,10,12,7,13,Cluster 3
14,9,13,16,6,Cluster 3
7,7,11,6,9,Cluster 3
11,12,12,13,14,Cluster 0
6,8,15,8,11,Cluster 3
6,9,7,7,7,Cluster 3
11,11,12,10,7,Cluster 0
10,13,14,12,9,Cluster 0
8,14,13,12,11,Cluster 0
14,6,15,14,11,Cluster 3
13,8,8,9,16,Cluster 3
14,13,7,11,6,Cluster 0
14,7,12,12,11,Cluster 3
9,15,9,9,9,Cluster 0
10,7,10,7,9,Cluster 3
8,8,11,14,12,Cluster 3
8,9,10,8,14,Cluster 3
6,6,15,8,13,Cluster 3
16,14,13,10,14,Cluster 0
6,11,8,11,16,Cluster 0
15,10,10,11,6,Cluster 3
8,9,14,10,14,Cluster 3
7,11,10,13,8,Cluster 0
10,13,10,9,5,Cluster 0
84,84,82,79,86,Cluster 1
10,12,12,13,6,Cluster 0
7,10,16,7,16,Cluster 0
9,5,14,10,14,Cluster 3
11,14,13,8,14,Cluster 0
11,10,11,8,10,Cluster 3
14,14,12,8,14,Cluster 0
5,10,12,6,11,Cluster 3
7,8,14,11,12,Cluster 3
14,12,14,10,6,Cluster 0
15,7,10,8,6,Cluster 3
15,13,8,11,10,Cluster 0
69,70,69,67,72,Cluster 1
11,5,6,9,12,Cluster 3
11,7,7,12,13,Cluster 3
5,13,6,9,8,Cluster 0
15,15,14,12,8,Cluster 0
5,12,6,6,12,Cluster 0
13,9,15,7,10,Cluster 3
6,13,10,11,10,Cluster 0
7,8,11,9,9,Cluster 3
10,5,5,10,13,Cluster 3
6,12,11,11,11,Cluster 0
12,15,6,10,8,Cluster 0
12,11,12,9,13,Cluster 0
7,10,7,9,11,Cluster 3
59,57,58,55,58,Cluster 2
8,12,8,8,14,Cluster 0
7,9,8,14,7,Cluster 3
9,7,12,13,6,Cluster 3
7,9,10,12,10,Cluster 3
9,15,9,14,11,Cluster 0
14,12,10,8,13,Cluster 0
11,7,13,13,15,Cluster 3
6,5,9,5,9,Cluster 3
14,13,15,7,10,Cluster 0
14,6,6,7,15,Cluster 3
58,60,57,53,67,Cluster 2
67,64,61,59,64,Cluster 2
6,16,15,9,11,Cluster 0
77,79,72,64,82,Cluster 1
14,10,6,10,14,Cluster 3
14,15,8,12,13,Cluster 0
61,65,63,56,61,Cluster 2
58,57,58,56,58,Cluster 2
6,15,12,7,12,Cluster 0
6,6,14,15,10,Cluster 3
7,8,12,14,5,Cluster 3
13,16,13,14,15,Cluster 0
75,80,78,77,82,Cluster 1
5,9,10,14,14,Cluster 3
15,6,10,6,9,Cluster 3
11,13,10,14,9,Cluster 0
12,16,10,10,11,Cluster 0
8,7,11,12,15,Cluster 3
14,6,15,11,6,Cluster 3
5,9,6,12,15,Cluster 3
15,12,8,14,13,Cluster 0
7,9,8,12,6,Cluster 3
9,14,13,6,11,Cluster 0
9,6,11,16,11,Cluster 3
12,12,11,8,6,Cluster 0
66,67,66,64,67,Cluster 1
81,80,77,77,83,Cluster 1
48,49,50,51,55,Cluster 2
6,13,8,13,13,Cluster 0
8,11,14,9,8,Cluster 0
7,6,9,6,15,Cluster 3
11,7,13,6,12,Cluster 3
8,12,8,7,8,Cluster 0
10,6,13,7,6,Cluster 3
7,6,13,11,11,Cluster 3
11,16,11,11,7,Cluster 0
16,10,15,9,7,Cluster 0
6,12,10,9,15,Cluster 0
9,9,7,13,9,Cluster 3
12,10,10,12,7,Cluster 3
9,8,11,12,9,Cluster 3
14,6,14,8,11,Cluster 3
8,7,13,10,10,Cluster 3
11,14,9,12,14,Cluster 0
13,6,11,8,8,Cluster 3
63,69,67,63,66,Cluster 1
16,12,12,14,14,Cluster 0
7,9,8,16,15,Cluster 3
61,62,63,65,63,Cluster 2
5,7,11,9,9,Cluster 3
7,15,9,7,15,Cluster 0
14,10,11,15,15,Cluster 0
8,9,7,14,12,Cluster 3
6,10,12,8,8,Cluster 3
9,10,12,13,10,Cluster 3
10,16,8,6,9,Cluster 0
10,15,13,10,9,Cluster 0
14,11,10,12,10,Cluster 0
10,14,5,13,11,Cluster 0
14,11,12,9,13,Cluster 0
8,11,13,11,6,Cluster 0
7,12,9,14,12,Cluster 0
8,9,11,7,8,Cluster 3
6,14,8,12,12,Cluster 0
8,6,9,13,15,Cluster 3
14,9,10,12,7,Cluster 3
7,10,12,8,5,Cluster 3
13,12,7,13,9,Cluster 0
8,8,14,13,14,Cluster 3
63,67,64,64,68,Cluster 1
12,9,7,14,9,Cluster 3
14,8,13,8,11,Cluster 3
13,12,13,8,14,Cluster 0
74,75,70,69,73,Cluster 1
8,10,12,13,9,Cluster 3
15,10,14,10,12,Cluster 0
9,12,11,12,7,Cluster 0
9,5,6,8,8,Cluster 3
13,7,12,14,15,Cluster 3
11,13,12,7,12,Cluster 0
7,8,14,9,11,Cluster 3
14,14,12,16,14,Cluster 0
14,14,7,13,8,Cluster 0
9,10,10,15,10,Cluster 3
65,65,63,64,66,Cluster 1
12,11,13,10,11,Cluster 0
7,7,8,12,14,Cluster 3
10,14,9,9,7,Cluster 0
7,8,9,11,11,Cluster 3
70,73,67,66,70,Cluster 1
7,12,9,10,15,Cluster 0
9,13,10,7,14,Cluster 0
9,12,11,6,12,Cluster 0
15,13,16,7,13,Cluster 0
14,15,15,15,14,Cluster 0
12,7,12,13,10,Cluster 3
8,7,13,7,8,Cluster 3
10,7,14,11,15,Cluster 3
12,11,12,5,13,Cluster 0
8,11,13,15,8,Cluster 0
8,8,12,7,9,Cluster 3
14,8,15,7,9,Cluster 3
5,12,7,8,12,Cluster 0
15,6,9,16,13,Cluster 3
70,73,65,75,76,Cluster 1
15,11,7,15,5,Cluster 0
7,13,8,8,7,Cluster 0
13,8,7,14,5,Cluster 3
11,7,15,15,15,Cluster 3
9,7,13,13,7,Cluster 3
9,9,11,13,8,Cluster 3
72,59,47,66,74,Cluster 1
10,11,13,15,15,Cluster 0
5,12,13,13,6,Cluster 0
11,8,8,13,13,Cluster 3
7,9,13,8,13,Cluster 3
8,7,7,13,14,Cluster 3
16,13,6,7,10,Cluster 0
6,9,14,5,10,Cluster 3
54,64,55,59,64,Cluster 2
58,60,61,60,60,Cluster 2
15,9,9,14,8,Cluster 3
11,6,11,6,9,Cluster 3
9,6,9,11,11,Cluster 3
7,5,10,10,6,Cluster 3
12,8,6,5,13,Cluster 3
14,6,8,9,10,Cluster 3
10,5,14,6,15,Cluster 3
8,9,14,11,12,Cluster 3
9,12,16,9,10,Cluster 0
5,15,7,11,13,Cluster 0
6,13,10,11,11,Cluster 0
14,14,11,11,7,Cluster 0
7,9,9,14,10,Cluster 3
14,11,8,8,6,Cluster 0
9,15,8,7,13,Cluster 0
8,8,13,9,14,Cluster 3
10,11,15,16,15,Cluster 0
9,11,11,9,6,Cluster 0
11,8,10,5,15,Cluster 3
12,10,10,15,9,Cluster 0
8,7,6,9,14,Cluster 3
10,13,12,6,9,Cluster 0
40,54,44,66,47,Cluster 2
13,10,12,8,13,Cluster 0
9,7,16,12,11,Cluster 3
78,68,71,72,77,Cluster 1
59,59,64,58,61,Cluster 2
14,7,14,12,6,Cluster 3
14,10,10,11,9,Cluster 3
15,6,13,7,11,Cluster 3
14,13,10,15,10,Cluster 0
12,12,9,6,8,Cluster 0
9,8,6,9,6,Cluster 3
14,7,10,9,8,Cluster 3
55,57,61,56,57,Cluster 2
69,71,72,68,73,Cluster 1
65,70,62,66,72,Cluster 1
68,69,70,71,70,Cluster 1
13,6,7,11,11,Cluster 3
5,15,10,9,5,Cluster 0
11,8,6,8,7,Cluster 3
11,14,13,11,7,Cluster 0
13,10,14,9,6,Cluster 3
8,8,13,13,9,Cluster 3
15,15,8,14,10,Cluster 0
6,8,13,9,8,Cluster 3
14,7,14,10,6,Cluster 3
66,66,68,64,65,Cluster 1
12,5,7,14,9,Cluster 3
9,7,14,9,14,Cluster 3
11,9,6,14,6,Cluster 3
6,15,8,15,10,Cluster 0
14,9,13,7,11,Cluster 3
8,7,13,9,8,Cluster 3
13,9,10,11,10,Cluster 3
8,13,10,7,11,Cluster 0
10,6,13,7,8,Cluster 3
9,6,8,5,5,Cluster 3
10,15,7,10,13,Cluster 0
64,71,64,73,72,Cluster 1
10,7,5,10,7,Cluster 3
7,8,11,11,14,Cluster 3
10,13,7,12,11,Cluster 0
5,12,8,14,12,Cluster 0
11,13,11,5,5,Cluster 0
10,16,8,11,9,Cluster 0
11,15,9,8,9,Cluster 0
14,10,9,14,12,Cluster 0
13,8,6,14,11,Cluster 3
12,11,13,9,11,Cluster 0
15,8,11,14,13,Cluster 3
10,11,15,13,14,Cluster 0
71,65,59,63,74,Cluster 1
6,14,10,12,12,Cluster 0
7,14,5,14,5,Cluster 0
13,7,14,13,10,Cluster 3
6,7,14,10,10,Cluster 3
10,15,13,12,8,Cluster 0
8,7,11,8,7,Cluster 3
15,15,11,15,7,Cluster 0
51,57,54,52,58,Cluster 2
10,8,7,12,7,Cluster 3
69,65,63,67,62,Cluster 1
10,14,10,8,6,Cluster 0
11,9,11,8,7,Cluster 3
10,13,11,15,11,Cluster 0
9,10,12,15,11,Cluster 0
8,10,5,8,6,Cluster 3
11,13,9,7,10,Cluster 0
14,8,6,14,12,Cluster 3
6,13,8,9,6,Cluster 0
11,8,7,16,13,Cluster 3
8,12,8,7,6,Cluster 0
14,12,15,12,13,Cluster 0
7,9,6,8,10,Cluster 3
14,8,10,10,6,Cluster 3
59,62,58,54,57,Cluster 2
9,9,5,9,10,Cluster 3
52,53,56,54,63,Cluster 2
7,8,7,9,12,Cluster 3
7,7,7,13,8,Cluster 3
11,11,6,5,14,Cluster 0
7,9,8,12,7,Cluster 3
14,11,7,12,10,Cluster 0
15,13,8,8,14,Cluster 0
10,16,12,15,9,Cluster 0
8,10,12,7,10,Cluster 3
14,10,7,9,15,Cluster 3
6,6,12,9,7,Cluster 3
16,6,7,11,8,Cluster 3
13,13,15,5,9,Cluster 0
11,10,16,10,7,Cluster 3
15,14,16,11,10,Cluster 0
8,11,10,8,14,Cluster 0
6,5,7,10,10,Cluster 3
10,15,9,15,9,Cluster 0
11,15,14,11,5,Cluster 0
65,65,68,67,69,Cluster 1
14,12,15,14,15,Cluster 0
16,9,10,10,11,Cluster 3
6,11,14,13,13,Cluster 0
7,14,6,8,6,Cluster 0
11,12,8,14,15,Cluster 0
10,7,5,13,14,Cluster 3
14,14,14,10,9,Cluster 0
8,13,15,9,7,Cluster 0
9,13,13,9,11,Cluster 0
55,55,53,54,56,Cluster 2
11,15,7,15,11,Cluster 0
8,8,14,8,12,Cluster 3
8,12,14,15,14,Cluster 0
9,7,9,7,11,Cluster 3
6,6,11,11,10,Cluster 3
10,6,8,12,11,Cluster 3
14,9,11,8,15,Cluster 3
14,11,14,10,12,Cluster 0
14,10,9,11,9,Cluster 3
13,7,10,11,11,Cluster 3
8,13,12,13,11,Cluster 0
10,11,10,12,5,Cluster 0
59,66,61,62,60,Cluster 2
16,11,12,9,9,Cluster 0
6,10,14,9,13,Cluster 3
16,13,7,6,9,Cluster 0
7,10,6,10,15,Cluster 3
8,11,8,11,13,Cluster 0
8,8,16,7,13,Cluster 3
6,6,7,10,5,Cluster 3
12,16,9,14,12,Cluster 0
5,14,5,5,15,Cluster 0
7,9,12,13,11,Cluster 3
12,14,13,6,11,Cluster 0
7,14,6,11,10,Cluster 0
15,11,9,15,7,Cluster 0
11,16,9,6,9,Cluster 0
11,5,7,9,9,Cluster 3
8,11,11,10,7,Cluster 0
10,10,9,10,5,Cluster 3
12,9,14,13,9,Cluster 3
11,6,12,7,5,Cluster 3
14,8,11,8,7,Cluster 3
11,14,14,8,8,Cluster 0
8,6,9,13,5,Cluster 3
8,10,12,10,9,Cluster 3
11,13,10,7,15,Cluster 0
8,14,16,9,7,Cluster 0
9,7,12,8,6,Cluster 3
9,6,6,14,14,Cluster 3
66,67,67,62,66,Cluster 1
52,57,55,54,58,Cluster 2
8,12,15,14,9,Cluster 0
9,8,12,10,6,Cluster 3
69,70,68,71,75,Cluster 1
8,11,5,14,9,Cluster 0
13,8,14,13,14,Cluster 3
12,15,11,7,7,Cluster 0
12,13,10,7,9,Cluster 0
7,15,12,11,13,Cluster 0
11,15,6,6,8,Cluster 0
10,13,13,6,15,Cluster 0
13,9,6,12,7,Cluster 3
70,67,66,68,66,Cluster 1
7,8,7,9,8,Cluster 3
64,70,65,64,67,Cluster 1
6,11,7,7,11,Cluster 0
10,15,6,10,7,Cluster 0
7,7,8,15,12,Cluster 3
61,62,61,60,62,Cluster 2
7,9,7,9,7,Cluster 3
14,6,6,10,10,Cluster 3
70,60,48,75,71,Cluster 1
9,13,15,12,14,Cluster 0
10,14,9,9,12,Cluster 0
13,9,5,12,6,Cluster 3
8,9,14,14,8,Cluster 3
13,9,13,14,6,Cluster 3
6,13,10,8,7,Cluster 0
13,9,7,13,14,Cluster 3
87,87,84,75,87,Cluster 1
15,12,12,15,10,Cluster 0
15,13,16,11,11,Cluster 0
14,11,13,12,8,Cluster 0
7,6,8,5,9,Cluster 3
9,10,13,14,11,Cluster 0
11,7,14,15,13,Cluster 3
9,9,7,14,8,Cluster 3
14,7,13,9,6,Cluster 3
9,14,7,6,11,Cluster 0
10,6,14,9,7,Cluster 3
13,14,14,10,9,Cluster 0
11,13,9,10,5,Cluster 0
73,73,69,70,76,Cluster 1
13,15,12,16,12,Cluster 0
13,13,7,12,14,Cluster 0
9,12,15,12,11,Cluster 0
9,9,10,7,6,Cluster 3
12,12,14,14,5,Cluster 0
7,11,8,9,11,Cluster 0
6,14,6,12,8,Cluster 0
14,13,14,7,9,Cluster 0
10,15,14,10,14,Cluster 0
11,10,6,9,7,Cluster 3
75,71,73,71,76,Cluster 1
14,13,7,15,11,Cluster 0
5,11,12,14,12,Cluster 0
7,7,8,14,7,Cluster 3
10,5,8,7,13,Cluster 3
53,50,49,47,59,Cluster 2
14,8,14,15,9,Cluster 3
11,10,11,12,10,Cluster 3
13,8,11,14,10,Cluster 3
10,14,14,5,8,Cluster 0
7,11,11,11,11,Cluster 0
8,10,10,9,9,Cluster 3
5,8,11,13,7,Cluster 3
9,13,11,7,14,Cluster 0
14,10,14,8,9,Cluster 0
10,8,10,6,7,Cluster 3
13,10,6,10,14,Cluster 3
6,13,14,11,9,Cluster 0
6,10,7,13,5,Cluster 3
10,13,11,8,10,Cluster 0
7,15,5,12,6,Cluster 0
15,12,11,6,8,Cluster 0
5,5,12,6,8,Cluster 3
9,7,10,15,13,Cluster 3
11,11,14,9,15,Cluster 0
11,13,16,11,13,Cluster 0
13,7,8,13,9,Cluster 3
14,6,9,8,14,Cluster 3
8,7,14,8,8,Cluster 3
14,16,12,10,12,Cluster 0
14,13,6,9,8,Cluster 0
10,10,12,9,10,Cluster 3
6,14,7,9,8,Cluster 0
13,13,13,11,11,Cluster 0
14,9,12,9,8,Cluster 3
6,11,6,14,6,Cluster 0
13,6,13,12,11,Cluster 3
10,7,14,11,11,Cluster 3
14,10,11,13,13,Cluster 0
11,12,13,13,12,Cluster 0
9,8,8,9,7,Cluster 3
13,7,12,6,6,Cluster 3
11,6,5,6,6,Cluster 3
10,9,14,8,7,Cluster 3
8,14,9,11,5,Cluster 0
10,7,9,11,9,Cluster 3
54,55,53,55,57,Cluster 2
16,8,11,15,9,Cluster 3
9,8,7,6,14,Cluster 3
9,14,5,13,7,Cluster 0
9,6,14,15,10,Cluster 3
5,11,6,14,10,Cluster 0
6,12,8,13,15,Cluster 0
12,8,13,8,10,Cluster 3
7,9,8,14,13,Cluster 3
68,67,65,63,69,Cluster 1
9,14,11,7,13,Cluster 0
7,13,12,12,6,Cluster 0
14,11,12,10,11,Cluster 0
15,5,10,14,7,Cluster 3
9,11,11,5,14,Cluster 0
11,9,10,9,13,Cluster 3
11,6,8,7,11,Cluster 3
6,5,5,14,11,Cluster 3
8,7,9,13,13,Cluster 3
9,9,14,14,11,Cluster 3
7,10,13,14,7,Cluster 3
10,6,8,9,13,Cluster 3
8,10,13,14,6,Cluster 3
11,7,6,11,15,Cluster 3
14,6,13,8,11,Cluster 3
10,6,7,8,11,Cluster 3
15,14,8,15,15,Cluster 0
10,9,9,11,12,Cluster 3
13,5,7,12,5,Cluster 3
13,9,9,9,11,Cluster 3
55,60,50,53,55,Cluster 2
9,11,10,11,10,Cluster 0
15,9,12,8,14,Cluster 3
9,12,16,7,16,Cluster 0
7,11,6,6,10,Cluster 3
17,13,10,18,12,Cluster 0
7,13,9,14,15,Cluster 0
15,15,16,13,13,Cluster 0
70,74,70,66,73,Cluster 1
60,59,58,58,56,Cluster 2
12,11,15,6,11,Cluster 0
10,10,10,10,7,Cluster 3
15,8,8,6,13,Cluster 3
8,6,8,13,5,Cluster 3
6,10,12,8,14,Cluster 3
14,5,14,14,7,Cluster 3
8,13,7,5,5,Cluster 0
63,67,62,65,68,Cluster 1
14,9,10,8,11,Cluster 3
10,13,7,9,11,Cluster 0
15,12,12,10,15,Cluster 0
6,11,14,11,8,Cluster 0
12,14,9,9,15,Cluster 0
8,10,14,10,11,Cluster 3
11,9,12,11,9,Cluster 3
6,10,12,8,8,Cluster 3
13,15,16,15,11,Cluster 0
8,9,9,9,11,Cluster 3
13,6,7,10,14,Cluster 3
14,9,7,8,10,Cluster 3
11,10,9,8,14,Cluster 3
11,9,8,7,12,Cluster 3
13,13,13,15,16,Cluster 0
11,7,13,8,7,Cluster 3
9,8,11,9,14,Cluster 3
8,14,15,15,10,Cluster 0
14,14,9,12,15,Cluster 0
10,9,7,13,8,Cluster 3
7,13,13,13,11,Cluster 0
11,7,5,13,7,Cluster 3
10,7,5,7,6,Cluster 3
8,8,6,11,15,Cluster 3
10,6,13,11,13,Cluster 3
10,13,9,7,13,Cluster 0
6,13,10,14,7,Cluster 0
14,8,7,14,12,Cluster 3
11,14,7,9,14,Cluster 0
12,9,9,11,8,Cluster 3
6,9,12,6,9,Cluster 3
66,67,65,64,69,Cluster 1
6,12,5,12,6,Cluster 0
7,6,6,16,15,Cluster 3
10,5,6,7,14,Cluster 3
14,15,9,8,11,Cluster 0
15,8,11,8,15,Cluster 3
53,55,55,52,53,Cluster 2
14,10,8,11,14,Cluster 0
9,7,6,5,10,Cluster 3
15,15,7,7,9,Cluster 0
8,13,7,7,9,Cluster 0
9,9,9,7,6,Cluster 3
10,10,11,16,10,Cluster 0
